,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
828,0,0,3,62,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,26,0,0,0,0,0.0,0.0740740741,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
829,1,1,3,51,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,24,0,0,0,0,0.0242424242,0.0909090909,0,1,0,0,0,0.0727272727,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
830,0,1,1,60,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,24,0,0,0,0,1.0,1.0,0,1,0,1,0,0.0,1,0,0,1,0,0,0,0,0,2,0,1,2,2,1
831,1,1,3,87,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,61,0,0,0,0,0.3458646617,0.5,0,0,0,1,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
832,1,1,0,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
833,1,0,1,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,14,0,0,0,0,0.038647343,0.3018867925,0,1,0,0,0,0.4879227053,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
834,1,1,3,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,35,0,0,0,0,0.0,0.6,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
835,0,0,1,34,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,1,0,0,0,0,0.0,0.5,0,0,0,0,0,0.1666666667,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
836,1,1,0,71,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,13,51,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1
837,0,0,1,57,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,23,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1
838,0,0,1,59,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,30,0,0,0,0,0.025974026,0.3076923077,0,1,1,0,0,0.038961039,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
839,1,1,0,59,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,15,37,0,0,0,0,0.0652173913,0.0909090909,0,0,0,0,0,0.0217391304,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0
840,1,0,1,49,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28,14,0,0,0,0,0.0161290323,0.0818181818,0,1,0,0,0,0.0053763441,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
841,1,1,3,148,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,121,0,0,0,0,0.1363636364,0.4166666667,0,1,0,0,0,0.0681818182,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
842,1,1,1,46,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
843,1,0,1,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0.016,0.2,0,1,0,0,0,0.0453333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
844,0,0,3,50,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,26,0,0,0,0,0.0,0.0833333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1
845,1,1,1,43,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,19,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
846,1,1,3,38,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,16,15,0,0,0,0,0.3409090909,0.4347826087,0,1,1,0,0,0.0227272727,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
847,0,0,3,108,0,0,0,0,2,0,2,3,0,15,1,1,0,0,0,0,14,27,59,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
848,1,1,1,53,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,26,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
849,1,1,1,80,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,17,56,0,0,0,0,0.2476190476,0.186440678,0,1,1,0,0,0.0476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
850,0,0,1,63,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,25,31,0,0,0,0,0.1621621622,0.6557377049,0,1,0,0,0,0.0540540541,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
851,0,1,1,23,2,0,0,0,0,0,0,0,0,10,1,0,1,0,0,0,13,3,0,0,0,0,0.1391304348,0.0322580645,0,1,1,0,0,0.1217391304,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
852,0,0,1,64,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,40,0,0,0,0,0.0,1.0,0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,1
853,3,0,1,123,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,15,55,0,2,0,1.0,0.5555555556,1,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
854,1,0,1,30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,0.027027027,0.2631578947,0,0,0,0,0,0.1891891892,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
855,1,0,1,68,2,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,20,41,0,0,0,0,0.0,0.1428571429,1,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1
856,3,1,1,58,2,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,13,38,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,1
857,1,1,0,69,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,10,52,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,1
858,1,1,1,104,3,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,19,78,0,0,0,0,0.0101010101,0.3181818182,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
859,1,0,1,31,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,0,0,0,1.0,1.0,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,0,1,1,0,2,2,0
860,1,1,1,161,2,0,0,0,2,3,0,0,0,31,1,1,0,0,0,0,20,7,126,0,1,0,0.0,0.1666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
861,2,3,1,156,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,94,38,16,0,2,0,0.0,0.7272727273,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1
862,1,1,3,69,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,25,37,0,0,2,0,0.75,0.2222222222,1,1,0,0,0,0.125,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1
863,1,1,1,36,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
864,1,1,1,40,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,21,0,0,0,0,0.0,0.6666666667,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1
865,1,1,1,85,0,3,0,0,0,0,2,1,0,3,1,1,0,0,0,0,17,20,40,0,0,0,0.1111111111,0.4166666667,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
866,1,1,3,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,29,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1
867,0,0,1,48,2,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,24,17,0,0,0,0,0.0148514851,0.2162162162,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
868,3,0,1,67,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,12,48,0,0,0,1,0.0052219321,0.0,0,1,1,0,0,0.0026109661,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0
869,0,0,3,121,1,1,0,0,0,0,0,0,0,13,1,1,0,1,1,0,66,48,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,1,0,0,0,1,2,1
870,0,1,1,62,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,37,0,0,1,0,0.0,1.0,0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,1
871,0,0,1,56,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,23,0,0,0,0,0.1481481481,0.8571428571,1,1,0,0,0,0.1851851852,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1
872,3,1,3,80,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,40,0,0,1,0,1.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1
873,3,0,1,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20,30,0,0,0,0,0.8,1.0,1,1,0,0,0,0.12,1,0,0,0,0,0,0,0,0,2,1,0,2,2,1
874,1,0,1,37,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,13,17,0,0,0,0,0.0427350427,0.3,0,1,0,0,0,0.0199430199,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
875,1,0,1,36,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,13,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1
876,1,0,3,42,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,14,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
877,1,1,1,29,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,7,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,1
878,0,0,1,54,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,21,0,0,0,0,0.0,1.0,0,1,1,0,0,1.0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,1
879,3,1,1,67,0,0,0,0,0,0,0,0,0,23,1,0,1,0,1,0,14,17,28,0,1,0,1.0,0.16,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,1
880,3,1,1,54,2,0,0,0,2,0,0,0,0,9,1,0,1,0,0,0,12,22,12,0,0,0,0.375,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1
881,1,0,1,60,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41,11,0,0,0,0,0.0,0.0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1
882,1,0,1,63,0,0,0,0,0,0,1,0,0,10,1,0,0,0,0,0,19,9,27,0,0,0,0.1081081081,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
883,1,1,3,88,2,0,0,0,2,0,0,0,0,7,1,1,0,0,0,0,15,66,0,0,0,0,0.0476190476,0.1034482759,0,1,0,0,0,0.0034013605,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
884,1,1,1,77,0,0,0,0,0,0,1,1,0,13,1,1,0,0,0,0,13,12,44,0,0,0,0.4086956522,0.8888888889,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
885,1,0,0,91,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,68,0,0,1,0,0.0,0.0833333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
886,1,1,1,38,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,22,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
887,1,0,3,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32,27,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
888,0,1,3,90,0,0,0,0,2,0,0,0,0,22,1,1,0,0,1,0,14,69,0,0,0,0,0.0,0.2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
889,0,0,1,57,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,20,30,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1
890,1,1,1,69,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,41,0,0,0,0,0.2083333333,0.4545454545,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0
891,0,0,3,64,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,22,35,0,0,0,0,1.0,0.9,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,1
892,1,1,1,44,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,16,0,0,0,1,0.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1
893,1,1,1,44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,21,0,0,0,0,0.1951219512,0.619047619,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0
894,1,1,3,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,27,0,0,0,0,0.8275862069,0.7866666667,0,1,0,1,0,0.0724137931,1,0,0,0,0,1,0,0,0,2,1,1,0,2,0
895,0,0,1,58,2,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,15,13,22,0,0,0,0.2015503876,0.4666666667,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0
896,1,1,3,99,1,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,15,77,0,0,0,0,0.1627906977,0.6896551724,0,0,0,0,0,0.0581395349,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0
897,3,0,3,73,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,33,33,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,1
898,0,0,1,34,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,10,0,0,0,0,0.0112359551,0.0392156863,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
899,1,0,1,42,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,19,16,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
900,1,1,3,70,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,23,40,0,0,0,0,0.0,0.25,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1
901,1,0,1,59,0,3,0,0,0,0,0,0,0,6,1,1,0,0,0,0,43,9,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,1,1,0,0,0,2,0,0,1,2,1
902,1,1,1,67,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,19,41,0,0,0,0,0.0414201183,0.1666666667,0,1,0,0,0,0.0591715976,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0
903,1,0,1,22,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0.1169451074,1.0,1,1,0,0,0,0.1718377088,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0
904,1,1,1,147,2,0,0,0,1,0,2,0,0,21,1,0,0,0,0,0,12,11,116,0,0,0,0.0533980583,0.0193548387,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
905,1,0,1,25,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,6,0,0,0,0,0.0294117647,0.4,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
906,3,0,3,69,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,39,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
907,1,1,1,32,2,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,8,17,0,0,0,0,0.2808988764,0.9772727273,1,1,1,0,1,0.0112359551,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0
908,3,1,1,89,2,0,0,0,2,0,1,1,0,29,1,0,1,0,0,0,12,22,47,0,0,0,0.375,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
909,0,1,1,72,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,39,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
910,1,1,1,42,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,29,0,0,0,1,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,1
911,3,1,1,167,0,0,0,0,2,0,1,0,0,49,1,1,1,0,0,0,11,28,120,0,2,0,0.0,0.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
912,1,0,1,58,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,28,0,0,0,0,0.0388349515,0.0714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
913,0,0,3,121,1,1,0,0,0,0,0,0,0,17,1,1,0,1,1,0,66,48,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,1,0,0,0,1,2,1
914,1,1,3,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,25,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
915,0,0,1,46,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,22,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1
916,1,1,1,38,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,18,13,0,0,0,0,0.25,0.0526315789,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
917,1,0,0,155,3,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,22,126,0,0,0,0,0.3611111111,0.75,0,1,0,0,0,0.0277777778,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
918,0,0,1,61,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,23,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
919,1,1,1,74,0,0,0,1,0,0,1,0,0,6,1,1,0,0,0,0,12,23,31,0,0,0,0.0184757506,0.4512195122,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,0
920,1,1,1,35,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,18,10,0,0,0,0,0.1960784314,0.2434782609,0,1,0,1,0,0.0098039216,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
921,1,1,1,85,1,3,0,0,0,0,0,0,0,6,1,1,0,0,1,0,17,61,0,0,0,0,0.0857142857,0.5454545455,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
922,1,1,3,60,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,9,44,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1
923,1,1,3,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,33,0,0,0,0,0.6,0.125,0,1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1
924,1,1,1,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,23,0,0,0,0,0.0227272727,0.0222222222,0,0,0,0,0,0.0227272727,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
925,0,0,1,47,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,24,16,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,1,1,0,2,2,1
926,1,1,1,121,0,0,0,0,1,0,1,1,0,4,1,0,0,0,0,0,16,23,74,0,0,0,0.0063559322,0.25,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
927,1,1,1,52,2,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,14,21,9,0,0,0,0.1947743468,0.1451612903,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
928,0,1,3,142,3,0,0,0,2,0,0,0,0,7,1,0,0,0,1,0,16,111,7,0,0,0,0.5,0.9375,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1
929,1,1,1,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,39,0,0,0,0,0.0948275862,0.2142857143,0,1,0,0,0,0.025862069,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
930,3,1,1,78,2,0,0,0,0,0,1,0,0,12,1,0,0,0,0,0,10,24,36,0,0,0,0.0,0.6428571429,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
931,0,0,0,71,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,26,38,0,0,1,0,0.0,1.0,1,0,0,1,0,0.0,1,0,1,0,0,0,0,0,0,2,0,1,2,1,1
932,1,1,3,107,3,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,21,79,0,0,0,0,0.412371134,0.976744186,1,1,1,1,0,0.0515463918,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0
933,1,1,1,56,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,29,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1
934,1,0,0,74,0,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,19,48,0,0,0,0,0.1071428571,0.2222222222,0,1,1,0,1,0.0119047619,0,0,0,0,0,1,0,0,0,2,0,2,0,1,0
935,1,1,3,63,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,15,41,0,0,0,0,0.18,0.0769230769,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0
936,1,1,1,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,59,0,0,0,0,0.3157894737,0.75,0,0,0,0,0,0.0657894737,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
937,1,0,3,83,0,0,0,0,0,0,0,0,0,29,1,1,0,0,0,0,17,59,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
938,1,0,1,68,0,3,0,0,0,0,0,0,0,23,1,1,0,0,1,0,21,40,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,0,2,0,0,1,2,1
939,0,0,0,54,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16,31,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1
940,1,1,3,77,0,0,0,0,0,0,0,0,0,23,1,1,0,0,1,0,16,54,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,1
941,1,1,0,72,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,44,0,0,0,0,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,0,2,1,0,2,2,1
942,3,0,3,196,0,0,0,0,0,2,2,0,0,53,1,0,0,0,0,0,24,30,134,0,0,0,0.0,0.0857142857,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
943,0,0,1,58,2,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,22,10,18,0,0,0,0.0454545455,0.4827586207,0,1,0,1,0,0.0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0
944,1,0,3,47,2,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,18,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1
945,0,0,0,66,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,39,0,0,0,0,0.6949152542,0.1666666667,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1
946,0,1,1,39,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,14,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,0,1,1,0,1,2,1
947,3,0,1,48,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,24,4,0,1,0,1.0,0.5,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1
948,1,1,1,72,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,50,0,0,0,0,0.6666666667,0.275,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0
949,0,0,3,73,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,25,41,0,0,0,0,1.0,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,2,1,0,2,2,1
950,1,1,3,52,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,27,0,0,0,0,0.0618556701,0.4487179487,0,1,0,0,0,0.0618556701,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0
